breadcrumbs,image_url,brand,product_name,listing_price,offer_price,discount,product_id,sizes,description,other_images
"Men,Balenciaga,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00700939.jpg,Balenciaga,Runner sneakers,€ 895,,,P00700939,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","The latest leather-free sneakers from Balenciaga, the Runner sneakers are made from mesh and nylon with raw-edge detailing. In typical Balenciaga fashion, they feature the size printed at the toes.upper: fabric, rubber lining: fabric sole: fabric insole, rubber sole round toe lace-up Made in Italy comes with dust bag  comes with a box Designer colour name: Kaki  True to size Half sizes please take the next size up European sizes 4,5cm-2"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00700939_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00700939_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00700939_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00700939_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00700939_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/df/P00700939_d4.jpg"
"Men,Gianvito Rossi,Shoes,Boots,Lace up boots",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/39/P00690033.jpg,Gianvito Rossi,Cohen suede desert boots,€ 549,,,P00690033,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","The lace-up Cohen desert boots from Gianvito Rossi are expertly crafted in Italy from soft black suede, and rest on gum soles for a modern update.upper: goat leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy comes with a box Designer colour name: Black True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/39/P00690033_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/39/P00690033_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/39/P00690033_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/39/P00690033_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/39/P00690033_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/39/P00690033_d4.jpg"
"Men,Bottega Veneta,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00646751.jpg,Bottega Veneta,Ripple tech-knit sneakers,€ 499,,,P00646751,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Bottega Veneta's tech-knit fabric ensures both movability and breathability. This Ripple pair is set on distinctive ridged rubber soles and has side lace-up fastenings.upper: fabric lining: fabric sole: leather insole, rubber sole round toe lace-up, elasticated sides Made in Italy comes with extra laces comes with dust bag  comes with a box Designer colour name: Khaki Fits large to size - we recommend trying one size smaller European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00646751_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00646751_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00646751_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00646751_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00646751_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00646751_d4.jpg"
"Men,Alexander McQueen,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00687731.jpg,Alexander McQueen,Court leather sneakers,€ 439,,,P00687731,"EU_ 39,EU_ 39.5,EU_ 40,EU_ 40.5,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 43.5,EU_ 44,EU_ 44.5,EU_ 45,EU_ 46","Alexander McQueen's Court style is updated in this all-white pair of sneakers. These low-tops are made in Italy from smooth leather and have leopard print-embossed soles in an oversized shape.upper: leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy comes with extra laces comes with a box Designer colour name: White/White Fits slightly large to size - we recommend trying a half size smaller European sizes 5cm-2"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00687731_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00687731_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00687731_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00687731_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00687731_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/aa/P00687731_d4.jpg"
"Men,Bottega Veneta,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/e8/P00646747.jpg,Bottega Veneta,Flash sandals,€ 585,,,P00646747,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Bottega Veneta adds a utilitarian touch to its signature chunky design with the Flash sandals. Made in Italy, this pair has grooved rubber soles and fabric uppers accented with double buckles.upper: lamb leather lining: fabric sole: leather insole, rubber sole round open toe VELCRO® fastening Made in Italy comes with dust bags comes with a box Designer colour name: Grass True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/e8/P00646747_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/e8/P00646747_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/e8/P00646747_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/e8/P00646747_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/e8/P00646747_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/e8/P00646747_d4.jpg"
"Men,Versace,Shoes,Formal shoes,Brogues",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00680495.jpg,Versace,Greca Labyrinth leather Derby shoes,€ 635,,,P00680495,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","For a style to take your workwear uniform up a notch, opt for the Greca Labyrinth Derby shoes from Versace. They're crafted from smooth, shiny leather with wide rubber Greca motif midsoles.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy comes with dust bag  comes with a box Designer colour name: Nero Fits large to size - we recommend trying one size smaller European sizes 5,5cm-2"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00680495_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00680495_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00680495_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00680495_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00680495_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/70/P00680495_d4.jpg"
"Men,Alexander McQueen,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/43/P00702013.jpg,Alexander McQueen,Pool slides,€ 225,,,P00702013,"EU_ 39,EU_ 39.5,EU_ 40,EU_ 40.5,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 43.5,EU_ 44,EU_ 44.5,EU_ 45,EU_ 45.5,EU_ 46,EU_ 46.5","Made in Italy from rubber, these Alexander McQueen slides come in a black colorway and have the brand's logo embossed on the uppers.upper: rubber lining: rubber sole: rubber insole and sole round open toe Made in Italy comes with dust bag  comes with a box Designer colour name: Black             True to size European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/43/P00702013_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/43/P00702013_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/43/P00702013_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/43/P00702013_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/43/P00702013_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/43/P00702013_d4.jpg"
"Men,Christian Louboutin,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a4/P00577983.jpg,Christian Louboutin,Louis Junior Spikes Orlato sneakers,€ 569,€ 265,,P00577983,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","In a sleek silhouette, these grey low-top sneakers from Christian Louboutin are Italian-made with suede uppers, have a hard toe-cap with the label's signature spikes, and sport a classic lace-up design.upper: calf leather lining: leather trim: polyurethane sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Ecume/Ecume Mat Comes with a box Comes with dust bags True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a4/P00577983_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a4/P00577983_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a4/P00577983_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a4/P00577983_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a4/P00577983_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/a4/P00577983_d4.jpg"
"Men,Christian Louboutin,Shoes,Boots,Lace up boots",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/be/P00545894.jpg,Christian Louboutin,Alopista Flat boots,"€ 1,005",,,P00545894,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","These beige ankle boots from Christian Louboutin are detailed with silver-tone hiking hooks, padded ankles and red-waxed contrasting laces.upper: calf leather lining: leather sole: leather insole, signature red leather sole round toe lace-up Made in Italy Designer colour name: Calce comes with extra laces True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/be/P00545894_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/be/P00545894_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/be/P00545894_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/be/P00545894_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/be/P00545894_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/be/P00545894_d4.jpg"
"Men,Golden Goose,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8f/P00528712.jpg,Golden Goose,Distressed Superstar sneakers,€ 335,,,P00528712,"EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Finished with a distressed look, these white low-top sneakers from Golden Goose are made in Italy from leather, featuring a lace-up design with a logo-print heel counter and a suede sienne-tone star on the side.upper: cow leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: White/Ice/Siena/Army Green True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8f/P00528712_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8f/P00528712_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8f/P00528712_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8f/P00528712_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8f/P00528712_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8f/P00528712_d4.jpg"
"Men,Golden Goose,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00485617.jpg,Golden Goose,Distressed Superstar sneakers,€ 335,,,P00485617,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Finished with a distressed look, these white low-top sneakers from Golden Goose are made in Italy from leather, featuring a lace-up design with a logo-print heel counter and a red suede star on the side.upper: calf leather lining: leather, fabric sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: White/Drill/Red/Platinum True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00485617_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00485617_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00485617_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00485617_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00485617_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7d/P00485617_d4.jpg"
"Men,Tom Ford,Shoes,Formal shoes,Derby",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00596873.jpg,Tom Ford,Suede desert boots,€ 809,,,P00596873,"UK_ 6,EU 39,UK_ 7,EU 40,UK_ 8,EU 41,UK_ 9,EU 42,UK_ 10,EU 43,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46,UK_ 14,EU 47","With supple suede uppers in a rich dark brown, these Tom Ford desert boots are Italian-crafted with rubber soles and a round toe.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy comes with dust bags comes with a box Designer colour name: Chocolate Fits slightly large to size - we recommend trying a half size smaller Slightly narrow at the back UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00596873_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00596873_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00596873_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00596873_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00596873_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ef/P00596873_d4.jpg"
"Men,Tom Ford,Shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/2f/P00596867.jpg,Tom Ford,Leather loafers,"€ 1,085",,,P00596867,"UK_ 6,EU 39,UK_ 7,EU 40,UK_ 8,EU 41,UK_ 9,EU 42,UK_ 10,EU 43,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46","These black leather loafers from Tom Ford are an elegant staple, featuring twisted straps on the uppers and rest on smooth leather soles.upper: leather lining: leather sole: leather insole and sole round toe Made in Italy Designer colour name: Ner True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/2f/P00596867_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/2f/P00596867_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/2f/P00596867_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/2f/P00596867_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/2f/P00596867_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/2f/P00596867_d4.jpg"
"Men,Rick Owens,Shoes,Sneakers,High-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/fe/P00641902.jpg,Rick Owens,Geth high-top sneakers,€ 745,,,P00641902,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45","Rick Owens' structural Geth sneakers are made from panels of soft leather. Set on rubber soles, they have lace-up fronts and perforated detailing.upper: calf leather lining: leather sole: leather insole, rubber sole square toe lace-up Made in Italy comes with a box Designer colour name: Milk/Milk/Milk True to size Half sizes please take the next size up European sizes 6cm-2.5"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/fe/P00641902_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/fe/P00641902_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/fe/P00641902_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/fe/P00641902_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/fe/P00641902_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/fe/P00641902_d4.jpg"
"Men,Bottega Veneta,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cc/P00646721.jpg,Bottega Veneta,Flash Bomber sandals,€ 585,,,P00646721,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Bottega Veneta adds a utilitarian touch to its signature chunky design with the Flash sandals. Made in Italy, this pair has grooved rubber soles and fabric uppers accented with double buckles.upper: fabric lining: fabric sole: rubber insole and sole round open toe VELCRO® fastening Made in Italy comes with dust bags comes with a box Designer colour name: Black True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cc/P00646721_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cc/P00646721_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cc/P00646721_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cc/P00646721_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cc/P00646721_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/cc/P00646721_d4.jpg"
"Men,Rick Owens,Shoes,Sneakers,High-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ec/P00619444.jpg,Rick Owens,High-top leather sneakers,€ 699,,,P00619444,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Set on rubber soles, these high-top sneakers from Rick Owens are made from supple leather. Securing with lace-up fronts, they also have side zip fastenings to ensure practicality.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up, zipped side Made in Italy comes with dust bag  comes with a box Designer colour name: Black/Milk/Milk True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ec/P00619444_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ec/P00619444_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ec/P00619444_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ec/P00619444_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ec/P00619444_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ec/P00619444_d4.jpg"
"Men,Gucci,Shoes,Slippers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/41/P00674038.jpg,Gucci,Horsebit leather slippers,€ 499,,,P00674038,"UK_ 6,EU 40,UK_ 7,EU 41,UK_ 8,EU 42,UK_ 9,EU 43,UK_ 10,EU 44,UK_ 11,EU 45,UK_ 12,EU 46,UK_ 13,EU 47","Gucci's trademarked Horsebit hardware was initally inspired by Guccio Gucci's observation of English equestrian teams. These polished leather slippers have rounded toes and ergonomic footbeds.upper: leather lining: leather sole: leather insole, rubber sole round toe Made in Italy comes with dust bags comes with a box Designer colour name: Black True to size Half sizes please take the next size down UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/41/P00674038_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/41/P00674038_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/41/P00674038_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/41/P00674038_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/41/P00674038_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/41/P00674038_d4.jpg"
"Men,Rick Owens,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00620318.jpg,Rick Owens,Converse x DRKSHDW DRKSTAR HI sneakers,€ 145,,,P00620318,"US_ 6,EU 39,US_ 7,EU 40,US_ 7.5,EU 41,US_ 8,EU 41.5,US_ 8.5,EU 42,US_ 9,EU 42.5,US_ 9.5,EU 43,US_ 10,EU 44,US_ 10.5,EU 44.5,US_ 11,EU 45,US_ 11.5,EU 46,US_ 12,EU 46.5,US_ 13,EU 48","These white high-top sneakers from Rick Owens and Converse are crafted from waxed cotton twill uppers, in a silhouette inspired by Converse's 70's Chucks. They feature an extended tongue, contrast stitching and foxing, and vulcanized rubber soles.upper: fabric lining: fabric sole: fabric insole, rubber sole round toe lace-up Designer colour name: White/White Made in Vietnam Fits slightly large to size - we recommend trying a half size smaller US sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00620318_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00620318_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00620318_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00620318_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00620318_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00620318_d4.jpg"
