breadcrumbs,image_url,brand,product_name,listing_price,offer_price,discount,product_id,sizes,description,other_images
"Men,Golden Goose,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3d/P00485624.jpg,Golden Goose,Purestar leather sneakers,€ 335,,,P00485624,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Atop thick rubber soles, these white low-top sneakers from Golden Goose are made in Italy from smooth leather, featuring a tonal star patch and gold-tone logo on the side.upper: cow leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Optic White True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3d/P00485624_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3d/P00485624_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3d/P00485624_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3d/P00485624_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3d/P00485624_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3d/P00485624_d4.jpg"
"Men,Golden Goose,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8e/P00574259.jpg,Golden Goose,Distressed Francy high-top sneakers,€ 415,,,P00574259,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Finished with a distressed look, these white high-top sneakers from Golden Goose are made in Italy from leather, and feature a side zipper, a logo patch and a leather silver-tone star on the side.upper: calf leather lining: fabric sole: leather insole, rubber sole round toe lace-up, zipped side Made in Italy Designer colour name: White/Silver/Milk True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8e/P00574259_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8e/P00574259_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8e/P00574259_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8e/P00574259_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8e/P00574259_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8e/P00574259_d4.jpg"
"Men,Moncler,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b5/P00643788.jpg,Moncler,Basile rubber slides,€ 159,,,P00643788,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Featuring a molded rubber sole in black, these Moncler slides are detailed with a tri-color strap and logo.upper: rubber lining: rubber sole: rubber insole and sole round open toe Made in Italy comes with dust bag  comes with a box Designer colour name: Black True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b5/P00643788_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b5/P00643788_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b5/P00643788_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b5/P00643788_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b5/P00643788_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/b5/P00643788_d4.jpg"
"Men,Alexander McQueen,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/30/P00702025.jpg,Alexander McQueen,Graffiti leather sneakers,€ 635,,,P00702025,"EU_ 39,EU_ 39.5,EU_ 40,EU_ 40.5,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 43.5,EU_ 44,EU_ 44.5,EU_ 45,EU_ 45.5,EU_ 46,EU_ 46.5","Alexander McQueen's sneakers always present a playful take on proportions, as evidenced by this pair. Crafted from leather, this style has an oversized rubber sole and is finished with the McQueen Graffiti logo.upper: leather lining: leather trim: fabric sole: leather insole, rubber sole round toe lace-up Made in Italy comes with dust bag  comes with a box comes with extra laces Designer colour name: Blk/Blk/Blk/White Fits slightly large to size - we recommend trying a half size smaller European sizes 5,0cm-2"" heel (size EU 42)  ","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/30/P00702025_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/30/P00702025_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/30/P00702025_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/30/P00702025_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/30/P00702025_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/30/P00702025_d4.jpg"
"Men,Golden Goose,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1c/P00454111.jpg,Golden Goose,Distressed Superstar sneakers,€ 335,,,P00454111,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Finished with a distressed look, these white low-top sneakers from Golden Goose are made in Italy from leather and suede, featuring a lace-up design with a logo-printed blue snakeskin heel counter, and a grey star in suede on the side.upper: leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: White Nude  True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1c/P00454111_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1c/P00454111_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1c/P00454111_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/1c/P00454111_d3.jpg"
"Men,Gucci,Shoes,Slippers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d0/P00674117.jpg,Gucci,GG rubber slippers,€ 329,,,P00674117,"UK_ 5,EU 39,UK_ 6,EU 40,UK_ 7,EU 41,UK_ 8,EU 42,UK_ 9,EU 43,UK_ 10,EU 44,UK_ 11,EU 45,UK_ 12,EU 46,UK_ 13,EU 47","Perforated with Gucci's double G motif, these rubber slippers have round toes and profiled soles.upper: rubber lining: rubber sole: rubber insole and sole round toe Made in Italy comes with dust bags comes with a box Designer colour name: Juniper Green  True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d0/P00674117_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d0/P00674117_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d0/P00674117_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d0/P00674117_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d0/P00674117_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d0/P00674117_d4.jpg"
"Men,Balenciaga,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/58/P00689620.jpg,Balenciaga,Mold Closed rubber sandals,€ 395,,,P00689620,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Balenciaga adapts its Mold design with a supported rear for a fresh take on the innovative style. Made from molded rubber, these slip-on sandals have textured footbeds and cut-out sides.upper: rubber lining: rubber sole: rubber insole and sole round toe Made in China comes with dust bag  comes with a box Designer colour name: Eggshell Fits large to size - we recommend trying one size smaller European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/58/P00689620_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/58/P00689620_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/58/P00689620_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/58/P00689620_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/58/P00689620_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/58/P00689620_d4.jpg"
"Men,Golden Goose,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00454115.jpg,Golden Goose,Distressed Superstar sneakers,€ 335,,,P00454115,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Finished with a distressed look, these white low-top sneakers from Golden Goose are made in Italy from leather and suede, featuring a lace-up design with a logo-print heel counter and a suede grey star on the side.upper: leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Shadow True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00454115_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00454115_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00454115_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00454115_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/7a/P00454115_d3.jpg"
"Men,Alexander McQueen,Shoes,Boots,Lace up boots",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/27/P00702015.jpg,Alexander McQueen,Lace-up leather boots,€ 585,,,P00702015,"EU_ 39,EU_ 39.5,EU_ 40,EU_ 40.5,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 43.5,EU_ 44,EU_ 44.5,EU_ 45,EU_ 45.5,EU_ 46,EU_ 46.5","These lace-up boots from Alexander McQueen are made from polished black leather. They're completed with brogue detailing and branded pull tabs for easy of wear.upper: cow leather lining: cow leather sole: leather insole, rubber sole round toe lace-up Made in Italy comes with extra laces comes with dust bag  comes with a box Designer colour name: Black                 Fits large to size - we recommend trying one size smaller European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/27/P00702015_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/27/P00702015_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/27/P00702015_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/27/P00702015_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/27/P00702015_d4.jpg"
"Men,Christian Louboutin,Shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00480116.jpg,Christian Louboutin,Bille En Tête slip-on mules,€ 895,,,P00480116,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45","Made in Italy from smooth black leather, these mules from Christian Louboutin have an almond shaped toe, and are embellished with gold-toned studs across the uppers.upper: calf leather lining: leather sole: leather insole and sole almond toe Made in Italy Designer colour name: Black/Multi Metal True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00480116_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00480116_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00480116_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00480116_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00480116_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/16/P00480116_d4.jpg"
"Men,Christian Louboutin,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00483725.jpg,Christian Louboutin,Lou Spikes II leather sneakers,€ 927,,,P00483725,"EU_ 39,EU_ 39.5,EU_ 40,EU_ 40.5,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 44,EU_ 45,EU_ 46","The second iteration of the Lou Spikes silhouette, these white sneakers from Christian Louboutin come in a high-top shape, and feature an all-over debossed effect, finished with white spikes on the heel.upper: leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Gommato/CLF/ White/White GOM True to size European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00483725_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00483725_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00483725_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00483725_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00483725_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/62/P00483725_d4.jpg"
"Men,Tom Ford,Shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00511542.jpg,Tom Ford,Leather York Chain loafers,"€ 1,015",,,P00511542,"UK_ 7,EU 40,UK_ 7.5,EU 40,5,UK_ 8,EU 41,UK_ 8.5,EU 41,5,UK_ 9,EU 42,UK_ 9.5,EU 42,5,UK_ 10,EU 43,UK_ 10.5,EU 43,5,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46","Made in Italy, these polished leather loafers from Tom Ford are an elegant staple featuring penny loafer straps, and are detailed with single gold-tone buckles across the uppers.upper: calf leather lining: leather sole: leather insole, leather and rubber sole round toe Made in Italy Designer colour name: Black True to size UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00511542_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00511542_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00511542_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00511542_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00511542_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/49/P00511542_d4.jpg"
"Men,Derek Rose,Shoes,Slippers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/24/P00662774.jpg,Derek Rose,Crawford suede slippers,€ 175,,,P00662774,"UK_ 7,EU 41,UK_ 8,EU 42,UK_ 9,EU 43,UK_ 10,EU 44,UK_ 11,EU 45,UK_ 12,EU 46,UK_ 13,EU 47","These suede Crawford slippers from Derek Rose are lined with soft shearling and have leather soles.upper: leather round toe Made in the UK comes with a box Designer colour name: Beige lining: sheepskin sheepskin insole, leather sole True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/24/P00662774_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/24/P00662774_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/24/P00662774_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/24/P00662774_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/24/P00662774_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/24/P00662774_d4.jpg"
"Men,Tom Ford,Shoes,Derby shoes",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ad/P00506766.jpg,Tom Ford,Wessex leather lace-up shoes,€ 935,,,P00506766,"UK_ 6,EU 39,UK_ 7,EU 40,UK_ 8,EU 41,UK_ 9,EU 42,UK_ 10,EU 43,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46","Made for formal occasions, these shoes from Tom Ford are crafted from smooth black leather, have an almond cap-toe shape, and low stacked heels.upper: calf leather lining: leather sole: leather insole, leather and rubber sole round toe lace-up Made in Italy Designer colour name: Black True to size Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ad/P00506766_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ad/P00506766_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ad/P00506766_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ad/P00506766_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ad/P00506766_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/ad/P00506766_d4.jpg"
"Men,Acne Studios,Shoes,Sneakers,Low-Top",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00694129.jpg,Acne Studios,Low-top leather sneakers,€ 329,,,P00694129,"EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","These classic low-top sneakers from Acne Studios are made from leather, and have lace-up fronts and perforated detailing.upper: leather lining: leather sole: fabric insole, leather sole round toe lace-up Made in Italy comes with dust bags comes with a box Designer colour name: White/Black  True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00694129_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00694129_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00694129_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00694129_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00694129_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/28/P00694129_d4.jpg"
"Men,Gucci,Shoes,Boots,Ankle boots",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/99/P00674040.jpg,Gucci,Leather ankle boots,"€ 1,055",,,P00674040,"UK_ 6,EU 40,UK_ 7,EU 41,UK_ 8,EU 42,UK_ 9,EU 43,UK_ 10,EU 44,UK_ 11,EU 45,UK_ 12,EU 46","Part of Gucci's MX collection, these leather ankle boots borrow from '60s winklepicker styles. They have pointed toes, buckled straps, and block heels.upper: calf leather lining: leather sole: leather insole and sole round toe buckle fastening Made in Italy comes with dust bags comes with a box Designer colour name: Black Fits large to size - we recommend trying one size smaller UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/99/P00674040_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/99/P00674040_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/99/P00674040_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/99/P00674040_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/99/P00674040_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/99/P00674040_d4.jpg"
"Men,Golden Goose,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00500542.jpg,Golden Goose,Distressed Superstar sneakers,€ 335,,,P00500542,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Finished with a distressed look, these white low-top sneakers from Golden Goose are made in Italy from leather, featuring a lace-up design with a silver logo-print heel counter and suede star on the side.upper: calf leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: White/Black/Silver/Ice True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00500542_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00500542_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00500542_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00500542_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00500542_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/81/P00500542_d4.jpg"
"Men,Christian Louboutin,Shoes,Derby shoes",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00513438.jpg,Christian Louboutin,Eygeny flat leather Derby shoes,€ 831,,,P00513438,"EU_ 39,EU_ 40,EU_ 41,EU_ 41.5,EU_ 42,EU_ 42.5,EU_ 43,EU_ 43.5,EU_ 44,EU_ 45,EU_ 46","Christian Louboutin reworks the timeless black Derby shoe in a sleek leather silhouette, featuring scalloped edges, perforated details and the label's signature red sole.upper: calf leather lining: leather sole: leather insole and sole square toe lace-up Made in Italy Designer colour name: Black True to size European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00513438_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00513438_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00513438_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00513438_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00513438_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/3b/P00513438_d4.jpg"
"Men,Golden Goose,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00500548.jpg,Golden Goose,Ball Star leather sneakers,€ 360,,,P00500548,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Finished with a distressed look, these low-top sneakers from Golden Goose are made in Italy from white leather, featuring grey trims, camouflage heel counters, and a grey leather star on either side.upper: cow leather lining: leather sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: White/Grey/Green Camouflage True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00500548_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00500548_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00500548_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00500548_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00500548_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/d1/P00500548_d4.jpg"
"Men,Tom Ford,Shoes,Formal shoes,Loafers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8a/P00511541.jpg,Tom Ford,Elkan twisted band loafers,"€ 1,110",,,P00511541,"UK_ 7,EU 40,UK_ 7.5,EU 40,5,UK_ 8,EU 41,UK_ 8.5,EU 41,5,UK_ 9,EU 42,UK_ 9.5,EU 42,5,UK_ 10,EU 43,UK_ 10.5,EU 43,5,UK_ 11,EU 44,UK_ 12,EU 45,UK_ 13,EU 46","With a twisted band on the front, these black leather loafers from Tom Ford sport a shiny finish, with leather soles and a rounded toe cap.upper: calf leather lining: leather sole: leather insole and sole square toe lace-up Made in Italy Designer colour name: Ebano True to size Slightly narrow Half sizes please take the next size up UK sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8a/P00511541_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8a/P00511541_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8a/P00511541_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8a/P00511541_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8a/P00511541_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/8a/P00511541_d4.jpg"
"Men,Golden Goose,Shoes,Sneakers,Designer sneakers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00574235.jpg,Golden Goose,Dad-Star distressed sneakers,€ 405,,,P00574235,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","These Golden Goose sneakers have a distressed finish and come in a silver and white colorway. Sporting a low-top silhouette, they are made in Italy from leather and have a lace-up design and a white leather star on the side.upper: leather lining: leather, fabric sole: leather insole, rubber sole round toe lace-up Made in Italy Designer colour name: Silver/White True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00574235_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00574235_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00574235_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00574235_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00574235_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/9c/P00574235_d4.jpg"
"Men,Balenciaga,Shoes,Sandals & slides",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00711740.jpg,Balenciaga,Pool logo rubber slides,€ 310,,,P00711740,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","With a molded footbed for added comfort, these white rubber pool slides from Balenciaga have a slip-on design with the logo in contrasting black.upper: rubber lining: rubber sole: rubber insole and sole round open toe Made in Italy comes with a box Designer colour name: Eggshell / Black True to size Half sizes please take the next size up European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00711740_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00711740_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00711740_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00711740_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00711740_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/eb/P00711740_d4.jpg"
"Men,Balenciaga,Shoes,Slippers",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/4c/P00655755.jpg,Balenciaga,Cosy BB leather slippers,€ 595,,,P00655755,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46,EU_ 47","Made from smooth leather, Balenciaga's Cosy slippers feature the label's iconic BB hardware on the uppers.upper: calf leather lining: leather sole: leather insole and sole square toe Made in Italy comes with dust bags comes with a box Designer colour name: Black True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/4c/P00655755_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/4c/P00655755_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/4c/P00655755_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/4c/P00655755_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/4c/P00655755_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/4c/P00655755_d4.jpg"
"Men,Christian Louboutin,Shoes,Boots,Lace up boots",https://img.mytheresa.com/1088/1088/66/jpeg/catalog/product/57/P00496381.jpg,Christian Louboutin,Trapman hiking boots,"€ 1,058",,,P00496381,"EU_ 39,EU_ 40,EU_ 41,EU_ 42,EU_ 43,EU_ 44,EU_ 45,EU_ 46","Italian-crafted from leather, these brown suede boots from Christian Louboutin have a classic lace-up design, ribbed trims at the ankle and rubber lug soles.upper: calf leather lining: leather, fabric trim: fabric sole: leather insole, rubber sole almond toe lace-up Made in Italy detail_l_en_US: attribute_value_en_US Designer colour name: Safari True to size Half sizes please take the next size down European sizes","//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/57/P00496381_b1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/57/P00496381_b2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/57/P00496381_d1.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/57/P00496381_d2.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/57/P00496381_d3.jpg,//img.mytheresa.com/1088/1088/66/jpeg/catalog/product/57/P00496381_d4.jpg"
